File: airs-bp
Type: alloc_objects
Time: Aug 24, 2023 at 5:44pm (UTC)
Showing nodes accounting for 5555279, 87.55% of 6345515 total
Dropped 358 nodes (cum <= 31727)
      flat  flat%   sum%        cum   cum%
         0     0% 87.55%     131181  2.07%  github.com/voedger/voedger/pkg/parser.(*buildContext).tables.func1
         0     0% 87.55%     131181  2.07%  github.com/voedger/voedger/pkg/parser.BuildAppDefs (inline)
         0     0% 87.55%      98305  1.55%  github.com/voedger/voedger/pkg/parser.MergePackageSchemas (inline)
         0     0% 87.55%     347419  5.48%  github.com/voedger/voedger/pkg/parser.ParseFile
         0     0% 87.55%      98305  1.55%  github.com/voedger/voedger/pkg/parser.analyse
         0     0% 87.55%      98305  1.55%  github.com/voedger/voedger/pkg/parser.analyse.func1
         0     0% 87.55%     131181  2.07%  github.com/voedger/voedger/pkg/parser.buildAppDefs
         0     0% 87.55%     327709  5.16%  github.com/voedger/voedger/pkg/parser.iterate.func1
         0     0% 87.55%     131181  2.07%  github.com/voedger/voedger/pkg/parser.iterateStmt[...]
         0     0% 87.55%     131181  2.07%  github.com/voedger/voedger/pkg/parser.iterateStmt[...].func1
         0     0% 87.55%     163841  2.58%  github.com/voedger/voedger/pkg/parser.lookup[...]
         0     0% 87.55%     163841  2.58%  github.com/voedger/voedger/pkg/parser.lookup[...].func1
         0     0% 87.55%      98305  1.55%  github.com/voedger/voedger/pkg/parser.mergePackageSchemasImpl
         0     0% 87.55%     360686  5.68%  github.com/voedger/voedger/pkg/parser.parseImpl
         0     0% 87.55%     163841  2.58%  github.com/voedger/voedger/pkg/parser.resolveTable
         0     0% 87.55%     131073  2.07%  github.com/voedger/voedger/pkg/parser.resolve[...]
         0     0% 87.55%     789181 12.44%  github.com/voedger/voedger/pkg/pipeline.(*WiredOperator).doAsync
         0     0% 87.55%    3802775 59.93%  github.com/voedger/voedger/pkg/pipeline.(*WiredOperator).doSync
         0     0% 87.55%    3695978 58.25%  github.com/voedger/voedger/pkg/pipeline.(*implISyncOperatorSimple).DoSync
         0     0% 87.55%     163215  2.57%  github.com/voedger/voedger/pkg/pipeline.(*serviceOperator).DoSync.func1
         0     0% 87.55%     147342  2.32%  github.com/voedger/voedger/pkg/pipeline.p_flush
         0     0% 87.55%     958368 15.10%  github.com/voedger/voedger/pkg/pipeline.puller_async
         0     0% 87.55%    3802365 59.92%  github.com/voedger/voedger/pkg/pipeline.puller_sync
         0     0% 87.55%      65536  1.03%  github.com/voedger/voedger/pkg/pipeline.releaser
         0     0% 87.55%     551587  8.69%  github.com/voedger/voedger/pkg/processors/command.(*cmdProc).authenticate
         0     0% 87.55%     194144  3.06%  github.com/voedger/voedger/pkg/processors/command.(*cmdProc).putPLog
         0     0% 87.55%     152804  2.41%  github.com/voedger/voedger/pkg/processors/command.applyPLogEvent
         0     0% 87.55%      96640  1.52%  github.com/voedger/voedger/pkg/processors/command.buildRawEvent
         0     0% 87.55%      60347  0.95%  github.com/voedger/voedger/pkg/processors/command.checkArgsRefIntegrity
         0     0% 87.55%      67752  1.07%  github.com/voedger/voedger/pkg/processors/command.execCommand
         0     0% 87.55%     211690  3.34%  github.com/voedger/voedger/pkg/processors/command.getArgsObject
         0     0% 87.55%      46776  0.74%  github.com/voedger/voedger/pkg/processors/command.getWSDesc
         0     0% 87.55%     110675  1.74%  github.com/voedger/voedger/pkg/processors/command.putWLog
         0     0% 87.55%     396469  6.25%  github.com/voedger/voedger/pkg/processors/command.unmarshalRequestBody
         0     0% 87.55%      52429  0.83%  github.com/voedger/voedger/pkg/processors/query.(*SendToBusOperator).DoAsync
         0     0% 87.55%      76458  1.20%  github.com/voedger/voedger/pkg/processors/query.implRowsProcessorFactory
         0     0% 87.55%      78409  1.24%  github.com/voedger/voedger/pkg/processors/query.newExecQueryArgs
         0     0% 87.55%      76458  1.20%  github.com/voedger/voedger/pkg/processors/query.newQueryProcessorPipeline.func13
         0     0% 87.55%     138229  2.18%  github.com/voedger/voedger/pkg/processors/query.newQueryProcessorPipeline.func3
         0     0% 87.55%      78409  1.24%  github.com/voedger/voedger/pkg/processors/query.newQueryProcessorPipeline.func8
         0     0% 87.55%      34028  0.54%  github.com/voedger/voedger/pkg/processors/query.newQueryProcessorPipeline.func9
         0     0% 87.55%     352791  5.56%  github.com/voedger/voedger/pkg/processors/query.operator.func1
         0     0% 87.55%     146715  2.31%  github.com/voedger/voedger/pkg/projectors.(*asyncActualizer).Run
         0     0% 87.55%     121972  1.92%  github.com/voedger/voedger/pkg/projectors.(*asyncActualizer).keepReading
         0     0% 87.55%     120151  1.89%  github.com/voedger/voedger/pkg/projectors.(*asyncActualizer).keepReading.func1
         0     0% 87.55%     707344 11.15%  github.com/voedger/voedger/pkg/projectors.(*asyncProjector).DoAsync
         0     0% 87.55%     147342  2.32%  github.com/voedger/voedger/pkg/projectors.(*asyncProjector).Flush
         0     0% 87.55%     147342  2.32%  github.com/voedger/voedger/pkg/projectors.(*asyncProjector).flush
         0     0% 87.55%     376010  5.93%  github.com/voedger/voedger/pkg/projectors.newSyncBranch.func1
         0     0% 87.55%     485331  7.65%  github.com/voedger/voedger/pkg/projectors.syncActualizerFactory.func3
         0     0% 87.55%     176603  2.78%  github.com/voedger/voedger/pkg/router.corsHandler.func1
         0     0% 87.55%      32768  0.52%  github.com/voedger/voedger/pkg/router.startSectionedResponse
         0     0% 87.55%      65536  1.03%  github.com/voedger/voedger/pkg/router.writeSectionedResponse
         0     0% 87.55%     102465  1.61%  github.com/voedger/voedger/pkg/state.(*bundleImpl).get
         0     0% 87.55%     190634  3.00%  github.com/voedger/voedger/pkg/state.(*bundledHostState).ApplyIntents
         0     0% 87.55%     314495  4.96%  github.com/voedger/voedger/pkg/state.(*bundledHostState).CanExist
         0     0% 87.55%     129865  2.05%  github.com/voedger/voedger/pkg/state.(*bundledHostState).FlushBundles
         0     0% 87.55%     485331  7.65%  github.com/voedger/voedger/pkg/state.(*hostState).ApplyIntents
         0     0% 87.55%     251672  3.97%  github.com/voedger/voedger/pkg/state.(*hostState).CanExist
         0     0% 87.55%     220276  3.47%  github.com/voedger/voedger/pkg/state.(*hostState).KeyBuilder
         0     0% 87.55%      38108   0.6%  github.com/voedger/voedger/pkg/state.(*hostState).MustExist
         0     0% 87.55%      95106  1.50%  github.com/voedger/voedger/pkg/state.(*hostState).NewValue
         0     0% 87.55%      57561  0.91%  github.com/voedger/voedger/pkg/state.(*hostState).UpdateValue
         0     0% 87.55%      86116  1.36%  github.com/voedger/voedger/pkg/state.(*recordsStorage).Get
         0     0% 87.55%      57561  0.91%  github.com/voedger/voedger/pkg/state.(*recordsStorage).ProvideValueBuilderForUpdate
         0     0% 87.55%     271253  4.27%  github.com/voedger/voedger/pkg/state.(*viewRecordsKeyBuilder).Equals
         0     0% 87.55%     615196  9.69%  github.com/voedger/voedger/pkg/state.(*viewRecordsStorage).ApplyBatch
         0     0% 87.55%     165556  2.61%  github.com/voedger/voedger/pkg/state.(*viewRecordsStorage).Get
         0     0% 87.55%     198431  3.13%  github.com/voedger/voedger/pkg/state.(*viewRecordsStorage).NewKeyBuilder
         0     0% 87.55%      99266  1.56%  github.com/voedger/voedger/pkg/state.(*viewRecordsValueBuilder).Build (inline)
         0     0% 87.55%      32768  0.52%  github.com/voedger/voedger/pkg/state.(*viewRecordsValueBuilder).PutInt64
         0     0% 87.55%     121604  1.92%  github.com/voedger/voedger/pkg/sys.Provide
         0     0% 87.55%      38639  0.61%  github.com/voedger/voedger/pkg/sys/blobber.ProvideBlobberCmds
         0     0% 87.55%     166183  2.62%  github.com/voedger/voedger/pkg/sys/journal.glob..func1
         0     0% 87.55%      40414  0.64%  github.com/voedger/voedger/pkg/vvm.(*resultSenderErrorFirst).SendElement
         0     0% 87.55%     579662  9.13%  github.com/voedger/voedger/pkg/vvm.ProvideCluster
         0     0% 87.55%     522883  8.24%  github.com/voedger/voedger/pkg/vvm.ProvideVVM
         0     0% 87.55%     516044  8.13%  github.com/voedger/voedger/pkg/vvm.VVMAppsBuilder.Build
         0     0% 87.55%     229513  3.62%  github.com/voedger/voedger/pkg/vvm.buildSchemasASTs
         0     0% 87.55%      67862  1.07%  github.com/voedger/voedger/pkg/vvm.provideAppsWSAmounts
         0     0% 87.55%     156091  2.46%  github.com/voedger/voedger/pkg/vvm.provideSubjectGetterFunc.func1
         0     0% 87.55%     509490  8.03%  github.com/voedger/voedger/pkg/vvm.provideVVMApps (inline)
         0     0% 87.55%     360828  5.69%  net/http.(*conn).serve
         0     0% 87.55%     184796  2.91%  net/http.HandlerFunc.ServeHTTP
         0     0% 87.55%      41707  0.66%  net/http.Header.Set (inline)
         0     0% 87.55%     213425  3.36%  net/http.serverHandler.ServeHTTP
         0     0% 87.55%     107775  1.70%  net/textproto.(*Reader).ReadMIMEHeader (inline)
         0     0% 87.55%     131073  2.07%  reflect.Value.Convert
         0     0% 87.55%      98305  1.55%  reflect.makeString
         0     0% 87.55%     486214  7.66%  sync.(*Pool).Get
         0     0% 87.55%      36046  0.57%  time.After
