File: airs-bp
Type: cpu
Time: Aug 24, 2023 at 5:25pm (UTC)
Duration: 10s, Total samples = 1.13s (11.30%)
Showing nodes accounting for 1.12s, 99.12% of 1.13s total
      flat  flat%   sum%        cum   cum%
         0     0% 99.12%      0.01s  0.88%  github.com/voedger/voedger/pkg/state.(*viewRecordsStorage).NewKeyBuilder
         0     0% 99.12%      0.01s  0.88%  github.com/voedger/voedger/pkg/state.(*viewRecordsValueBuilder).PutInt64
         0     0% 99.12%      0.01s  0.88%  github.com/voedger/voedger/pkg/sys/authnz/workspace.glob..func1
         0     0% 99.12%      0.02s  1.77%  github.com/voedger/voedger/pkg/sys/journal.glob..func1
         0     0% 99.12%      0.01s  0.88%  github.com/voedger/voedger/pkg/utils.Marshal
         0     0% 99.12%      0.01s  0.88%  internal/poll.(*FD).Read
         0     0% 99.12%      0.01s  0.88%  internal/poll.(*FD).SetReadDeadline (inline)
         0     0% 99.12%      0.03s  2.65%  internal/poll.(*FD).Write
         0     0% 99.12%      0.03s  2.65%  internal/poll.(*FD).Writev
         0     0% 99.12%      0.01s  0.88%  internal/poll.(*pollDesc).wait
         0     0% 99.12%      0.01s  0.88%  internal/poll.(*pollDesc).waitRead (inline)
         0     0% 99.12%      0.03s  2.65%  internal/poll.ignoringEINTRIO (inline)
         0     0% 99.12%      0.01s  0.88%  internal/poll.runtime_pollSetDeadline
         0     0% 99.12%      0.01s  0.88%  internal/poll.setDeadlineImpl
         0     0% 99.12%      0.03s  2.65%  internal/poll.writev
         0     0% 99.12%      0.01s  0.88%  io.ReadAtLeast
         0     0% 99.12%      0.01s  0.88%  io.ReadFull (inline)
         0     0% 99.12%      0.03s  2.65%  net.(*Buffers).WriteTo
         0     0% 99.12%      0.01s  0.88%  net.(*conn).Read
         0     0% 99.12%      0.01s  0.88%  net.(*conn).SetReadDeadline
         0     0% 99.12%      0.03s  2.65%  net.(*conn).Write
         0     0% 99.12%      0.03s  2.65%  net.(*conn).writeBuffers
         0     0% 99.12%      0.01s  0.88%  net.(*netFD).Read
         0     0% 99.12%      0.01s  0.88%  net.(*netFD).SetReadDeadline (inline)
         0     0% 99.12%      0.03s  2.65%  net.(*netFD).Write
         0     0% 99.12%      0.03s  2.65%  net.(*netFD).writeBuffers
         0     0% 99.12%      0.02s  1.77%  net/http.(*chunkWriter).flush
         0     0% 99.12%      0.07s  6.19%  net/http.(*conn).serve
         0     0% 99.12%      0.01s  0.88%  net/http.(*connReader).abortPendingRead
         0     0% 99.12%      0.02s  1.77%  net/http.(*response).Flush
         0     0% 99.12%      0.02s  1.77%  net/http.(*response).FlushError
         0     0% 99.12%      0.02s  1.77%  net/http.(*response).finishRequest
         0     0% 99.12%      0.03s  2.65%  net/http.HandlerFunc.ServeHTTP
         0     0% 99.12%      0.03s  2.65%  net/http.checkConnErrorWriter.Write
         0     0% 99.12%      0.05s  4.42%  net/http.serverHandler.ServeHTTP
         0     0% 99.12%      0.01s  0.88%  regexp.(*Regexp).FindStringSubmatchIndex
         0     0% 99.12%      0.01s  0.88%  regexp.(*Regexp).MatchString (inline)
         0     0% 99.12%      0.02s  1.77%  regexp.(*Regexp).doExecute
         0     0% 99.12%      0.01s  0.88%  regexp.(*Regexp).doMatch (inline)
         0     0% 99.12%      0.01s  0.88%  regexp.onePassNext
         0     0% 99.12%      0.01s  0.88%  runtime.assertI2I
         0     0% 99.12%      0.01s  0.88%  runtime.chanrecv2
         0     0% 99.12%      0.07s  6.19%  runtime.chansend1
         0     0% 99.12%      0.01s  0.88%  runtime.checkTimers
         0     0% 99.12%      0.01s  0.88%  runtime.convTstring
         0     0% 99.12%      0.10s  8.85%  runtime.futexsleep
         0     0% 99.12%      0.08s  7.08%  runtime.futexwakeup
         0     0% 99.12%      0.07s  6.19%  runtime.gcBgMarkWorker
         0     0% 99.12%      0.07s  6.19%  runtime.gcBgMarkWorker.func2
         0     0% 99.12%      0.07s  6.19%  runtime.gcDrain
         0     0% 99.12%      0.01s  0.88%  runtime.getitab
         0     0% 99.12%      0.01s  0.88%  runtime.goexit0
         0     0% 99.12%      0.07s  6.19%  runtime.goready
         0     0% 99.12%      0.07s  6.19%  runtime.goready.func1
         0     0% 99.12%      0.01s  0.88%  runtime.growWork_faststr
         0     0% 99.12%      0.02s  1.77%  runtime.growslice
         0     0% 99.12%      0.10s  8.85%  runtime.mPark (inline)
         0     0% 99.12%      0.01s  0.88%  runtime.makechan
         0     0% 99.12%      0.01s  0.88%  runtime.makeslice
         0     0% 99.12%      0.03s  2.65%  runtime.mapassign_faststr
         0     0% 99.12%      0.28s 24.78%  runtime.mcall
         0     0% 99.12%      0.01s  0.88%  runtime.modtimer
         0     0% 99.12%      0.06s  5.31%  runtime.netpoll
         0     0% 99.12%      0.01s  0.88%  runtime.netpollBreak
         0     0% 99.12%      0.01s  0.88%  runtime.netpollgoready (inline)
         0     0% 99.12%      0.05s  4.42%  runtime.newobject (partial-inline)
         0     0% 99.12%      0.10s  8.85%  runtime.notesleep
         0     0% 99.12%      0.08s  7.08%  runtime.notewakeup
         0     0% 99.12%      0.07s  6.19%  runtime.ready
         0     0% 99.12%      0.02s  1.77%  runtime.resetspinning
         0     0% 99.12%      0.01s  0.88%  runtime.resettimer (inline)
         0     0% 99.12%      0.01s  0.88%  runtime.runOneTimer
         0     0% 99.12%      0.02s  1.77%  runtime.runqgrab
         0     0% 99.12%      0.01s  0.88%  runtime.runqput
         0     0% 99.12%      0.01s  0.88%  runtime.runtimer
         0     0% 99.12%      0.27s 23.89%  runtime.schedule
         0     0% 99.12%      0.02s  1.77%  runtime.selectnbsend
         0     0% 99.12%      0.07s  6.19%  runtime.send
         0     0% 99.12%      0.01s  0.88%  runtime.sendDirect
         0     0% 99.12%      0.01s  0.88%  runtime.slicebytetostring
         0     0% 99.12%      0.08s  7.08%  runtime.startm
         0     0% 99.12%      0.04s  3.54%  runtime.stealWork
         0     0% 99.12%      0.12s 10.62%  runtime.stopm
         0     0% 99.12%      0.14s 12.39%  runtime.systemstack
         0     0% 99.12%      0.01s  0.88%  runtime.wakeNetPoller
         0     0% 99.12%      0.08s  7.08%  runtime.wakep
         0     0% 99.12%      0.01s  0.88%  runtime.write
         0     0% 99.12%      0.05s  4.42%  runtime/internal/syscall.EpollWait
         0     0% 99.12%      0.01s  0.88%  sync.(*Map).Load
         0     0% 99.12%      0.01s  0.88%  sync.(*Mutex).Lock (inline)
         0     0% 99.12%      0.01s  0.88%  sync.(*Pool).Get
         0     0% 99.12%      0.01s  0.88%  sync.(*RWMutex).Lock
         0     0% 99.12%      0.01s  0.88%  sync.(*RWMutex).RLock (inline)
         0     0% 99.12%      0.06s  5.31%  syscall.RawSyscall6
         0     0% 99.12%      0.06s  5.31%  syscall.Syscall
         0     0% 99.12%      0.03s  2.65%  syscall.Write (inline)
         0     0% 99.12%      0.03s  2.65%  syscall.write
         0     0% 99.12%      0.01s  0.88%  time.(*Timer).Reset
         0     0% 99.12%      0.01s  0.88%  time.resetTimer
         0     0% 99.12%      0.01s  0.88%  time.sendTime
         0     0% 99.12%      0.02s  1.77%  type:.hash.github.com/voedger/voedger/pkg/appdef.QName
