File: airs-bp
Type: alloc_objects
Time: Aug 24, 2023 at 6:09pm (UTC)
Showing nodes accounting for 6707825, 85.24% of 7869267 total
Dropped 389 nodes (cum <= 39346)
      flat  flat%   sum%        cum   cum%
         0     0% 85.24%    4870620 61.89%  github.com/voedger/voedger/pkg/pipeline.(*WiredOperator).doSync
         0     0% 85.24%    4664403 59.27%  github.com/voedger/voedger/pkg/pipeline.(*implISyncOperatorSimple).DoSync
         0     0% 85.24%     238482  3.03%  github.com/voedger/voedger/pkg/pipeline.(*serviceOperator).DoSync.func1
         0     0% 85.24%     322315  4.10%  github.com/voedger/voedger/pkg/pipeline.p_flush
         0     0% 85.24%    1160105 14.74%  github.com/voedger/voedger/pkg/pipeline.puller_async
         0     0% 85.24%    4867689 61.86%  github.com/voedger/voedger/pkg/pipeline.puller_sync
         0     0% 85.24%     521553  6.63%  github.com/voedger/voedger/pkg/processors/command.(*cmdProc).authenticate
         0     0% 85.24%     171937  2.18%  github.com/voedger/voedger/pkg/processors/command.(*cmdProc).putPLog
         0     0% 85.24%      53561  0.68%  github.com/voedger/voedger/pkg/processors/command.(*cmdProc).validate.func2
         0     0% 85.24%     148075  1.88%  github.com/voedger/voedger/pkg/processors/command.applyPLogEvent
         0     0% 85.24%     122996  1.56%  github.com/voedger/voedger/pkg/processors/command.buildRawEvent
         0     0% 85.24%     195805  2.49%  github.com/voedger/voedger/pkg/processors/command.execCommand
         0     0% 85.24%     201557  2.56%  github.com/voedger/voedger/pkg/processors/command.getArgsObject
         0     0% 85.24%      69368  0.88%  github.com/voedger/voedger/pkg/processors/command.putWLog
         0     0% 85.24%     538071  6.84%  github.com/voedger/voedger/pkg/processors/command.unmarshalRequestBody
         0     0% 85.24%     129979  1.65%  github.com/voedger/voedger/pkg/processors/query.newQueryProcessorPipeline.func13
         0     0% 85.24%      43638  0.55%  github.com/voedger/voedger/pkg/processors/query.newQueryProcessorPipeline.func14
         0     0% 85.24%     117308  1.49%  github.com/voedger/voedger/pkg/processors/query.newQueryProcessorPipeline.func3
         0     0% 85.24%     362293  4.60%  github.com/voedger/voedger/pkg/processors/query.operator.func1
         0     0% 85.24%     225738  2.87%  github.com/voedger/voedger/pkg/projectors.(*asyncActualizer).Run
         0     0% 85.24%     191332  2.43%  github.com/voedger/voedger/pkg/projectors.(*asyncActualizer).keepReading
         0     0% 85.24%     174765  2.22%  github.com/voedger/voedger/pkg/projectors.(*asyncActualizer).keepReading.func1
         0     0% 85.24%     806869 10.25%  github.com/voedger/voedger/pkg/projectors.(*asyncProjector).DoAsync
         0     0% 85.24%     322315  4.10%  github.com/voedger/voedger/pkg/projectors.(*asyncProjector).Flush
         0     0% 85.24%     322315  4.10%  github.com/voedger/voedger/pkg/projectors.(*asyncProjector).flush
         0     0% 85.24%     520578  6.62%  github.com/voedger/voedger/pkg/projectors.newSyncBranch.func1
         0     0% 85.24%     738934  9.39%  github.com/voedger/voedger/pkg/projectors.syncActualizerFactory.func3
         0     0% 85.24%     164510  2.09%  github.com/voedger/voedger/pkg/router.corsHandler.func1
         0     0% 85.24%     130552  1.66%  github.com/voedger/voedger/pkg/state.(*bundleImpl).get
         0     0% 85.24%     168915  2.15%  github.com/voedger/voedger/pkg/state.(*bundleImpl).put
         0     0% 85.24%     168915  2.15%  github.com/voedger/voedger/pkg/state.(*bundledHostState).ApplyIntents
         0     0% 85.24%     416035  5.29%  github.com/voedger/voedger/pkg/state.(*bundledHostState).CanExist
         0     0% 85.24%     290874  3.70%  github.com/voedger/voedger/pkg/state.(*bundledHostState).FlushBundles
         0     0% 85.24%     738934  9.39%  github.com/voedger/voedger/pkg/state.(*hostState).ApplyIntents
         0     0% 85.24%     407644  5.18%  github.com/voedger/voedger/pkg/state.(*hostState).CanExist
         0     0% 85.24%     247186  3.14%  github.com/voedger/voedger/pkg/state.(*hostState).KeyBuilder
         0     0% 85.24%     130563  1.66%  github.com/voedger/voedger/pkg/state.(*hostState).MustExist
         0     0% 85.24%     141291  1.80%  github.com/voedger/voedger/pkg/state.(*hostState).NewValue
         0     0% 85.24%     187107  2.38%  github.com/voedger/voedger/pkg/state.(*hostState).UpdateValue
         0     0% 85.24%     187107  2.38%  github.com/voedger/voedger/pkg/state.(*recordsStorage).ProvideValueBuilderForUpdate
         0     0% 85.24%     299467  3.81%  github.com/voedger/voedger/pkg/state.(*viewRecordsKeyBuilder).Equals
         0     0% 85.24%     240326  3.05%  github.com/voedger/voedger/pkg/state.(*viewRecordsStorage).Get
         0     0% 85.24%     166730  2.12%  github.com/voedger/voedger/pkg/state.(*viewRecordsValueBuilder).Build (inline)
         0     0% 85.24%     191777  2.44%  github.com/voedger/voedger/pkg/sys.Provide
         0     0% 85.24%      71335  0.91%  github.com/voedger/voedger/pkg/sys/authnz/workspace.Provide
         0     0% 85.24%      43638  0.55%  github.com/voedger/voedger/pkg/sys/authnz/workspace.qcwbnQryExec
         0     0% 85.24%      53561  0.68%  github.com/voedger/voedger/pkg/sys/builtin.provideRefIntegrityValidator.func2
         0     0% 85.24%     145667  1.85%  github.com/voedger/voedger/pkg/sys/journal.glob..func1
         0     0% 85.24%    1071931 13.62%  github.com/voedger/voedger/pkg/vvm.ProvideCluster
         0     0% 85.24%     902239 11.47%  github.com/voedger/voedger/pkg/vvm.ProvideVVM
         0     0% 85.24%    1023074 13.00%  github.com/voedger/voedger/pkg/vvm.VVMAppsBuilder.Build
         0     0% 85.24%     598021  7.60%  github.com/voedger/voedger/pkg/vvm.buildSchemasASTs
         0     0% 85.24%      54718   0.7%  github.com/voedger/voedger/pkg/vvm.provideAppsWSAmounts
         0     0% 85.24%     145663  1.85%  github.com/voedger/voedger/pkg/vvm.provideSubjectGetterFunc.func1
         0     0% 85.24%     995067 12.64%  github.com/voedger/voedger/pkg/vvm.provideVVMApps (inline)
         0     0% 85.24%     275438  3.50%  net/http.(*conn).serve
         0     0% 85.24%     164511  2.09%  net/http.HandlerFunc.ServeHTTP
         0     0% 85.24%      71496  0.91%  net/http.Header.Set (inline)
         0     0% 85.24%     196143  2.49%  net/http.serverHandler.ServeHTTP
         0     0% 85.24%     163840  2.08%  reflect.(*rtype).Field
         0     0% 85.24%     163840  2.08%  reflect.(*rtype).FieldByIndex
         0     0% 85.24%     163840  2.08%  reflect.(*structType).FieldByIndex
         0     0% 85.24%      65536  0.83%  reflect.Value.Convert
         0     0% 85.24%      65536  0.83%  reflect.cvtBytesString
         0     0% 85.24%      65536  0.83%  reflect.makeString
         0     0% 85.24%      54646  0.69%  regexp.(*Regexp).FindStringSubmatchIndex
         0     0% 85.24%     608475  7.73%  sync.(*Pool).Get
