File: airs-bp
Type: alloc_objects
Time: Aug 9, 2023 at 3:45pm (UTC)
Showing nodes accounting for 5791629, 90.50% of 6399636 total
Dropped 328 nodes (cum <= 31998)
      flat  flat%   sum%        cum   cum%
         0     0% 90.50%     322541  5.04%  github.com/gocql/gocql.(*Batch).execute
         0     0% 90.50%      35499  0.55%  github.com/gocql/gocql.(*Conn).heartBeat
         0     0% 90.50%      69786  1.09%  github.com/gocql/gocql.(*Conn).serve
         0     0% 90.50%     149033  2.33%  github.com/gocql/gocql.(*Query).Exec
         0     0% 90.50%     158590  2.48%  github.com/gocql/gocql.(*Query).Iter
         0     0% 90.50%     135062  2.11%  github.com/gocql/gocql.(*Query).execute
         0     0% 90.50%     392700  6.14%  github.com/gocql/gocql.(*Session).ExecuteBatch
         0     0% 90.50%     392700  6.14%  github.com/gocql/gocql.(*Session).executeBatch
         0     0% 90.50%     158590  2.48%  github.com/gocql/gocql.(*Session).executeQuery
         0     0% 90.50%      32768  0.51%  github.com/gocql/gocql.(*controlConn).heartBeat
         0     0% 90.50%      32768  0.51%  github.com/gocql/gocql.(*controlConn).writeFrame
         0     0% 90.50%     101036  1.58%  github.com/gocql/gocql.(*framer).parseFrame
         0     0% 90.50%      60075  0.94%  github.com/gocql/gocql.(*framer).parseSupportedFrame (inline)
         0     0% 90.50%      60075  0.94%  github.com/gocql/gocql.(*framer).readStringMultiMap
         0     0% 90.50%     513060  8.02%  github.com/gocql/gocql.(*queryExecutor).attemptQuery
         0     0% 90.50%     513060  8.02%  github.com/gocql/gocql.(*queryExecutor).do
         0     0% 90.50%     551290  8.61%  github.com/gocql/gocql.(*queryExecutor).executeQuery
         0     0% 90.50%      55457  0.87%  github.com/gocql/gocql.(*queryMetrics).attempt
         0     0% 90.50%     269154  4.21%  github.com/golang-jwt/jwt.(*Parser).Parse (inline)
         0     0% 90.50%     269154  4.21%  github.com/golang-jwt/jwt.(*Parser).ParseWithClaims
         0     0% 90.50%      32315   0.5%  github.com/golang-jwt/jwt.DecodeSegment (inline)
         0     0% 90.50%     269154  4.21%  github.com/golang-jwt/jwt.Parse
         0     0% 90.50%      32768  0.51%  github.com/google/flatbuffers/go.(*Builder).CreateByteVector
         0     0% 90.50%     131072  2.05%  github.com/google/flatbuffers/go.(*Builder).CreateString
         0     0% 90.50%     108551  1.70%  github.com/google/flatbuffers/go.(*Builder).EndObject (inline)
         0     0% 90.50%      83969  1.31%  github.com/google/flatbuffers/go.(*Builder).Finish (inline)
         0     0% 90.50%     675851 10.56%  github.com/google/flatbuffers/go.(*Builder).Prep
         0     0% 90.50%      49152  0.77%  github.com/google/flatbuffers/go.(*Builder).PrependInt32
         0     0% 90.50%     237571  3.71%  github.com/google/flatbuffers/go.(*Builder).PrependInt64
         0     0% 90.50%      32768  0.51%  github.com/google/flatbuffers/go.(*Builder).PrependSOffsetT
         0     0% 90.50%      32768  0.51%  github.com/google/flatbuffers/go.(*Builder).PrependUOffsetT
         0     0% 90.50%      32768  0.51%  github.com/google/flatbuffers/go.(*Builder).PrependUOffsetTSlot
         0     0% 90.50%      75783  1.18%  github.com/google/flatbuffers/go.(*Builder).PrependVOffsetT
         0     0% 90.50%     108551  1.70%  github.com/google/flatbuffers/go.(*Builder).WriteVtable
         0     0% 90.50%      83969  1.31%  github.com/google/flatbuffers/go.(*Builder).finish
         0     0% 90.50%     153885  2.40%  github.com/gorilla/mux.(*Router).ServeHTTP
         0     0% 90.50%     188122  2.94%  github.com/untillpro/airs-bp3/airsbp3.buildVVM
         0     0% 90.50%     272327  4.26%  github.com/untillpro/airs-bp3/apps/untill/airsbp.ProvideAirsBP.func1
         0     0% 90.50%     338046  5.28%  github.com/untillpro/airs-bp3/packages/air/dashboard.(*dashboardProjectorLogic).do
         0     0% 90.50%      84883  1.33%  github.com/untillpro/airs-bp3/packages/air/dashboard.(*dashboardProjectorLogic).updateDailyOrders
         0     0% 90.50%      33808  0.53%  github.com/untillpro/airs-bp3/packages/air/dashboard.(*dashboardProjectorLogic).updateDailyPayments
         0     0% 90.50%     127561  1.99%  github.com/untillpro/airs-bp3/packages/air/dashboard.(*dashboardProjectorLogic).updateHourlySales
         0     0% 90.50%      52058  0.81%  github.com/untillpro/airs-bp3/packages/air/edit.execCmdOrders
         0     0% 90.50%      88398  1.38%  github.com/untillpro/airs-bp3/packages/air/edit.execCmdPbill
         0     0% 90.50%      42311  0.66%  github.com/untillpro/airs-bp3/packages/air/pbilldates.glob..func1
         0     0% 90.50%      64652  1.01%  github.com/untillpro/airs-bp3/packages/air/tablesoverview.ProvideTableBusinessValidator.func1
         0     0% 90.50%      73050  1.14%  github.com/untillpro/airs-bp3/packages/air/tablesoverview.glob..func3
         0     0% 90.50%      73050  1.14%  github.com/untillpro/airs-bp3/packages/air/tablesoverview.glob..func3.1
         0     0% 90.50%      52453  0.82%  github.com/untillpro/airs-bp3/packages/air/tablesoverview.glob..func3.2
         0     0% 90.50%     350270  5.47%  github.com/untillpro/airs-bp3/packages/air/tablesoverview.glob..func4
         0     0% 90.50%     350270  5.47%  github.com/untillpro/airs-bp3/packages/air/tablesoverview.glob..func4.1
         0     0% 90.50%     188378  2.94%  github.com/untillpro/airs-bp3/packages/air/tablesoverview.glob..func4.2
         0     0% 90.50%     302637  4.73%  github.com/untillpro/airs-bp3/packages/untill.Provide
         0     0% 90.50%      32768  0.51%  github.com/untillpro/dynobuffers.(*Buffer).Get (inline)
         0     0% 90.50%      37784  0.59%  github.com/untillpro/dynobuffers.(*Buffer).IterateFields
         0     0% 90.50%     797458 12.46%  github.com/untillpro/dynobuffers.(*Buffer).ToBytes
         0     0% 90.50%     797458 12.46%  github.com/untillpro/dynobuffers.(*Buffer).ToBytesNilled
         0     0% 90.50%      32768  0.51%  github.com/untillpro/dynobuffers.(*Buffer).encodeArray
         0     0% 90.50%     797458 12.46%  github.com/untillpro/dynobuffers.(*Buffer).encodeBuffer
         0     0% 90.50%     121607  1.90%  github.com/untillpro/dynobuffers.(*Buffer).encodeBuffer.func1
         0     0% 90.50%      65536  1.02%  github.com/untillpro/dynobuffers.(*Buffer).getByField
         0     0% 90.50%     702881 10.98%  github.com/untillpro/dynobuffers.NewBuffer
         0     0% 90.50%      32768  0.51%  github.com/untillpro/dynobuffers.encodeByteArr
         0     0% 90.50%     342794  5.36%  github.com/untillpro/dynobuffers.encodeFixedSizeValue
         0     0% 90.50%     702881 10.98%  github.com/untillpro/dynobuffers.getBuffer (inline)
         0     0% 90.50%      43691  0.68%  github.com/valyala/bytebufferpool.Get (inline)
         0     0% 90.50%     172903  2.70%  github.com/voedger/voedger/pkg/appdef.(*fields).Fields
         0     0% 90.50%      49152  0.77%  github.com/voedger/voedger/pkg/appdef.ParseQualifiedName
         0     0% 90.50%     273071  4.27%  github.com/voedger/voedger/pkg/in10nmem.(*N10nBroker).WatchChannel
         0     0% 90.50%     133303  2.08%  github.com/voedger/voedger/pkg/istoragecache.(*cachedAppStorage).Put
         0     0% 90.50%     498275  7.79%  github.com/voedger/voedger/pkg/istoragecache.(*cachedAppStorage).PutBatch
         0     0% 90.50%      56798  0.89%  github.com/voedger/voedger/pkg/istoragecache.(*implCachingAppStorageProvider).AppStorage
         0     0% 90.50%      34244  0.54%  github.com/voedger/voedger/pkg/istorageimpl.(*implIAppStorageProvider).AppStorage
         0     0% 90.50%     132393  2.07%  github.com/voedger/voedger/pkg/istorageimpl/istoragecas.(*appStorageType).Put
         0     0% 90.50%      34116  0.53%  github.com/voedger/voedger/pkg/istorageimpl/istoragecas.appStorageProviderType.Init
         0     0% 90.50%     224578  3.51%  github.com/voedger/voedger/pkg/istructsmem.(*appEventsType).PutPlog
         0     0% 90.50%      79866  1.25%  github.com/voedger/voedger/pkg/istructsmem.(*appEventsType).PutWlog
         0     0% 90.50%     119242  1.86%  github.com/voedger/voedger/pkg/istructsmem.(*appEventsType).ReadPLog
         0     0% 90.50%     186483  2.91%  github.com/voedger/voedger/pkg/istructsmem.(*appRecordsType).Apply
         0     0% 90.50%     186483  2.91%  github.com/voedger/voedger/pkg/istructsmem.(*appRecordsType).Apply2
         0     0% 90.50%      61461  0.96%  github.com/voedger/voedger/pkg/istructsmem.(*appRecordsType).GetSingleton
         0     0% 90.50%      90979  1.42%  github.com/voedger/voedger/pkg/istructsmem.(*appRecordsType).getRecord
         0     0% 90.50%     165183  2.58%  github.com/voedger/voedger/pkg/istructsmem.(*appRecordsType).putRecordsBatch
         0     0% 90.50%      62358  0.97%  github.com/voedger/voedger/pkg/istructsmem.(*appStructsProviderType).AppStructs
         0     0% 90.50%     358277  5.60%  github.com/voedger/voedger/pkg/istructsmem.(*appViewRecords).Get
         0     0% 90.50%     329140  5.14%  github.com/voedger/voedger/pkg/istructsmem.(*appViewRecords).KeyBuilder
         0     0% 90.50%     110449  1.73%  github.com/voedger/voedger/pkg/istructsmem.(*appViewRecords).NewValueBuilder
         0     0% 90.50%     728998 11.39%  github.com/voedger/voedger/pkg/istructsmem.(*appViewRecords).PutBatch
         0     0% 90.50%     363181  5.68%  github.com/voedger/voedger/pkg/istructsmem.(*appViewRecords).storeViewRecord
         0     0% 90.50%     140456  2.19%  github.com/voedger/voedger/pkg/istructsmem.(*commandFunction).Exec
         0     0% 90.50%     102424  1.60%  github.com/voedger/voedger/pkg/istructsmem.(*cudType).build
         0     0% 90.50%     371148  5.80%  github.com/voedger/voedger/pkg/istructsmem.(*cudType).enumRecs
         0     0% 90.50%      38230   0.6%  github.com/voedger/voedger/pkg/istructsmem.(*cudType).regenerateIDs
         0     0% 90.50%     244556  3.82%  github.com/voedger/voedger/pkg/istructsmem.(*elementType).Build
         0     0% 90.50%      98305  1.54%  github.com/voedger/voedger/pkg/istructsmem.(*elementType).EnumElements (inline)
         0     0% 90.50%     135577  2.12%  github.com/voedger/voedger/pkg/istructsmem.(*elementType).build
         0     0% 90.50%     135577  2.12%  github.com/voedger/voedger/pkg/istructsmem.(*elementType).build.func1
         0     0% 90.50%     175628  2.74%  github.com/voedger/voedger/pkg/istructsmem.(*elementType).forEach
         0     0% 90.50%      38479   0.6%  github.com/voedger/voedger/pkg/istructsmem.(*elementType).regenerateIDs.func2
         0     0% 90.50%     135192  2.11%  github.com/voedger/voedger/pkg/istructsmem.(*eventType).BuildRawEvent
         0     0% 90.50%     371148  5.80%  github.com/voedger/voedger/pkg/istructsmem.(*eventType).CUDs
         0     0% 90.50%     102424  1.60%  github.com/voedger/voedger/pkg/istructsmem.(*eventType).build
         0     0% 90.50%      94914  1.48%  github.com/voedger/voedger/pkg/istructsmem.(*eventType).regenerateIDs
         0     0% 90.50%      75642  1.18%  github.com/voedger/voedger/pkg/istructsmem.(*eventType).storeToBytes
         0     0% 90.50%     246804  3.86%  github.com/voedger/voedger/pkg/istructsmem.(*keyType).Equals
         0     0% 90.50%      32768  0.51%  github.com/voedger/voedger/pkg/istructsmem.(*keyType).Equals.func1.2
         0     0% 90.50%     469676  7.34%  github.com/voedger/voedger/pkg/istructsmem.(*keyType).build
         0     0% 90.50%     139265  2.18%  github.com/voedger/voedger/pkg/istructsmem.(*keyType).storeToBytes
         0     0% 90.50%      32768  0.51%  github.com/voedger/voedger/pkg/istructsmem.(*keyType).storeViewClustKey.func1
         0     0% 90.50%      64613  1.01%  github.com/voedger/voedger/pkg/istructsmem.(*queryFunction).Exec
         0     0% 90.50%     137689  2.15%  github.com/voedger/voedger/pkg/istructsmem.(*recordType).copyFrom (inline)
         0     0% 90.50%     178649  2.79%  github.com/voedger/voedger/pkg/istructsmem.(*rowType).copyFrom
         0     0% 90.50%     113986  1.78%  github.com/voedger/voedger/pkg/istructsmem.(*rowType).loadFromBytes
         0     0% 90.50%     702881 10.98%  github.com/voedger/voedger/pkg/istructsmem.(*rowType).setDef
         0     0% 90.50%     580703  9.07%  github.com/voedger/voedger/pkg/istructsmem.(*rowType).setQName
         0     0% 90.50%     122178  1.91%  github.com/voedger/voedger/pkg/istructsmem.(*rowType).setQNameID
         0     0% 90.50%     100376  1.57%  github.com/voedger/voedger/pkg/istructsmem.(*updateRecType).build
         0     0% 90.50%     147457  2.30%  github.com/voedger/voedger/pkg/istructsmem.(*validator).validDocument (inline)
         0     0% 90.50%     147457  2.30%  github.com/voedger/voedger/pkg/istructsmem.(*validator).validElement
         0     0% 90.50%      98305  1.54%  github.com/voedger/voedger/pkg/istructsmem.(*validator).validElementContainers.func2
         0     0% 90.50%      98305  1.54%  github.com/voedger/voedger/pkg/istructsmem.(*validator).validRecord
         0     0% 90.50%      32768  0.51%  github.com/voedger/voedger/pkg/istructsmem.(*validators).validEvent
         0     0% 90.50%      32768  0.51%  github.com/voedger/voedger/pkg/istructsmem.(*validators).validEventObjects
         0     0% 90.50%     147457  2.30%  github.com/voedger/voedger/pkg/istructsmem.(*validators).validObject
         0     0% 90.50%     169822  2.65%  github.com/voedger/voedger/pkg/istructsmem.(*valueType).Build
         0     0% 90.50%     106562  1.67%  github.com/voedger/voedger/pkg/istructsmem.CheckRefIntegrity
         0     0% 90.50%     106562  1.67%  github.com/voedger/voedger/pkg/istructsmem.CheckRefIntegrity.func1
         0     0% 90.50%     105923  1.66%  github.com/voedger/voedger/pkg/istructsmem.FillElementFromJSON
         0     0% 90.50%     122178  1.91%  github.com/voedger/voedger/pkg/istructsmem.loadRow
         0     0% 90.50%     117559  1.84%  github.com/voedger/voedger/pkg/istructsmem.newUpdateRec
         0     0% 90.50%      98305  1.54%  github.com/voedger/voedger/pkg/istructsmem.recordKey (inline)
         0     0% 90.50%      43010  0.67%  github.com/voedger/voedger/pkg/istructsmem/internal/utils.SafeWriteBuf
         0     0% 90.50%     337423  5.27%  github.com/voedger/voedger/pkg/itokens-payloads.(*implIAppTokens).ValidateToken
         0     0% 90.50%     337423  5.27%  github.com/voedger/voedger/pkg/itokensjwt.(*JWTSigner).ValidateToken
         0     0% 90.50%      43691  0.68%  github.com/voedger/voedger/pkg/parser.(*buildContext).addFieldRefToDef
         0     0% 90.50%      54614  0.85%  github.com/voedger/voedger/pkg/parser.(*buildContext).addFieldToDef
         0     0% 90.50%      54614  0.85%  github.com/voedger/voedger/pkg/parser.(*buildContext).addTableItems
         0     0% 90.50%      43691  0.68%  github.com/voedger/voedger/pkg/parser.(*buildContext).checkReference
         0     0% 90.50%      54614  0.85%  github.com/voedger/voedger/pkg/parser.(*buildContext).fillTable
         0     0% 90.50%      54614  0.85%  github.com/voedger/voedger/pkg/parser.(*buildContext).table
         0     0% 90.50%     331848  5.19%  github.com/voedger/voedger/pkg/parser.ParseFile
         0     0% 90.50%      32768  0.51%  github.com/voedger/voedger/pkg/parser.lookup[...]
         0     0% 90.50%      32768  0.51%  github.com/voedger/voedger/pkg/parser.lookup[...].func1
         0     0% 90.50%     331848  5.19%  github.com/voedger/voedger/pkg/parser.parseImpl
         0     0% 90.50%      32768  0.51%  github.com/voedger/voedger/pkg/parser.resolve[...]
         0     0% 90.50%     727154 11.36%  github.com/voedger/voedger/pkg/pipeline.(*WiredOperator).doAsync
         0     0% 90.50%    4385313 68.52%  github.com/voedger/voedger/pkg/pipeline.(*WiredOperator).doSync
         0     0% 90.50%      35501  0.55%  github.com/voedger/voedger/pkg/pipeline.(*implIServiceSimple).Run
         0     0% 90.50%    4249554 66.40%  github.com/voedger/voedger/pkg/pipeline.(*implISyncOperatorSimple).DoSync
         0     0% 90.50%     319845  5.00%  github.com/voedger/voedger/pkg/pipeline.(*serviceOperator).DoSync.func1
         0     0% 90.50%     255410  3.99%  github.com/voedger/voedger/pkg/pipeline.p_flush
         0     0% 90.50%     982564 15.35%  github.com/voedger/voedger/pkg/pipeline.puller_async
         0     0% 90.50%    4361274 68.15%  github.com/voedger/voedger/pkg/pipeline.puller_sync
         0     0% 90.50%     379884  5.94%  github.com/voedger/voedger/pkg/processors/command.(*cmdProc).authenticate
         0     0% 90.50%     224578  3.51%  github.com/voedger/voedger/pkg/processors/command.(*cmdProc).putPLog
         0     0% 90.50%     186483  2.91%  github.com/voedger/voedger/pkg/processors/command.applyPLogEvent
         0     0% 90.50%     135192  2.11%  github.com/voedger/voedger/pkg/processors/command.buildRawEvent
         0     0% 90.50%      80048  1.25%  github.com/voedger/voedger/pkg/processors/command.checkArgsRefIntegrity
         0     0% 90.50%     140456  2.19%  github.com/voedger/voedger/pkg/processors/command.execCommand
         0     0% 90.50%     350479  5.48%  github.com/voedger/voedger/pkg/processors/command.getArgsObject
         0     0% 90.50%      79866  1.25%  github.com/voedger/voedger/pkg/processors/command.putWLog
         0     0% 90.50%     901867 14.09%  github.com/voedger/voedger/pkg/processors/command.unmarshalRequestBody
         0     0% 90.50%      99474  1.55%  github.com/voedger/voedger/pkg/processors/query.newQueryProcessorPipeline.func13
         0     0% 90.50%      64613  1.01%  github.com/voedger/voedger/pkg/processors/query.newQueryProcessorPipeline.func14
         0     0% 90.50%      89544  1.40%  github.com/voedger/voedger/pkg/processors/query.newQueryProcessorPipeline.func3
         0     0% 90.50%      36409  0.57%  github.com/voedger/voedger/pkg/processors/query.newQueryProcessorPipeline.func6
         0     0% 90.50%      48732  0.76%  github.com/voedger/voedger/pkg/processors/query.newQueryProcessorPipeline.func9
         0     0% 90.50%     404619  6.32%  github.com/voedger/voedger/pkg/processors/query.operator.func1
         0     0% 90.50%     284344  4.44%  github.com/voedger/voedger/pkg/projectors.(*asyncActualizer).Run
         0     0% 90.50%     283084  4.42%  github.com/voedger/voedger/pkg/projectors.(*asyncActualizer).keepReading
         0     0% 90.50%     273071  4.27%  github.com/voedger/voedger/pkg/projectors.(*asyncActualizer).keepReading.func1
         0     0% 90.50%     705728 11.03%  github.com/voedger/voedger/pkg/projectors.(*asyncProjector).DoAsync
         0     0% 90.50%     255410  3.99%  github.com/voedger/voedger/pkg/projectors.(*asyncProjector).Flush
         0     0% 90.50%     255410  3.99%  github.com/voedger/voedger/pkg/projectors.(*asyncProjector).flush
         0     0% 90.50%     475203  7.43%  github.com/voedger/voedger/pkg/projectors.newSyncBranch.func1
         0     0% 90.50%     564274  8.82%  github.com/voedger/voedger/pkg/projectors.syncActualizerFactory.func3
         0     0% 90.50%     133630  2.09%  github.com/voedger/voedger/pkg/router.corsHandler.func1
         0     0% 90.50%     129161  2.02%  github.com/voedger/voedger/pkg/router.requestHandler.func1
         0     0% 90.50%      43692  0.68%  github.com/voedger/voedger/pkg/state.(*bundleImpl).clear
         0     0% 90.50%     133933  2.09%  github.com/voedger/voedger/pkg/state.(*bundleImpl).get
         0     0% 90.50%     112871  1.76%  github.com/voedger/voedger/pkg/state.(*bundleImpl).put
         0     0% 90.50%     112871  1.76%  github.com/voedger/voedger/pkg/state.(*bundledHostState).ApplyIntents
